rank,cluster_id,cluster_score,cluster_title,articles_count,unique_urls,outlets,products,primary_tags,representative_url
51,C095,8.75,"A dos semanas del plazo, nueve autoridades de Magallanes aún no rinden el control antidrogas obligatorio",2,1,Laprensaaustral,nacional; regiones,source:normal_scrape; sector:politica_estado; product:regiones; sector:justicia_seguridad; sector:salud_educacion_social; sector:empresas_finanzas; product:nacional; sector:laboral_gobernanza,https://laprensaaustral.cl/2026/06/14/a-dos-semanas-del-plazo-nueve-autoridades-de-magallanes-aun-no-rinden-el-control-antidrogas-obligatorio
52,C098,8.75,Seremi Correa afirma que rebaja de impuestos será clave para alcanzar un crecimiento económico del 4%,2,1,Laprensaaustral,biz; nacional,sector:politica_estado; sector:empresas_finanzas; source:normal_scrape; sector:economia_macro; product:nacional; product:regiones; sector:salud_educacion_social; sector:medioambiente_permisos,https://laprensaaustral.cl/2026/06/14/seremi-correa-afirma-que-rebaja-de-impuestos-sera-clave-para-alcanzar-un-crecimiento-economico-del-4
53,C101,8.75,Tras 80 años del descubrimiento del petróleo: ¿Hacia dónde va Enap Magallanes?,2,1,Laprensaaustral,biz; regiones,sector:empresas_finanzas; sector:laboral_gobernanza; region:Magallanes; sector:politica_estado; sector:infraestructura_concesiones; sector:medioambiente_permisos; source:normal_scrape; sector:justicia_seguridad,https://laprensaaustral.cl/2026/06/14/tras-80-anos-del-descubrimiento-del-petroleo-hacia-donde-va-enap-magallanes
54,C103,8.75,CCHC MAGALLANES LANZA CAMPAÑA DE PREVENCIÓN PARA REFORZAR LA SEGURIDAD EN OBRAS DURANTE EL INVIERNO,2,1,Radiopolar,biz; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:economia_macro; sector:laboral_gobernanza; sector:infraestructura_concesiones; region:Magallanes,https://www.radiopolar.com/cchc-magallanes-lanza-campana-prevencion-reforzar-seguridad-obras-invierno
55,C106,8.75,PROGRAMA TRANSFORMA ANTÁRTICA AVANZA EN LA CONSTRUCCIÓN DE UNA HOJA DE RUTA PARA EL DESARROLLO DE MAGALLANES,2,1,Radiopolar,biz; regiones,region:Magallanes; product:regiones; source:normal_scrape; sector:empresas_finanzas; region:Valparaíso; sector:infraestructura_concesiones; sector:economia_macro; sector:laboral_gobernanza,https://www.radiopolar.com/programa-transforma-antartica-avanza-construccion-hoja-ruta-desarrollo-magallanes
56,C100,8.65,Gobierno chileno envía 6 toneladas de ayuda humanitaria a Bolivia en medio de crisis,1,1,Laprensaaustral,nacional,sector:politica_estado; product:regiones; product:nacional; region:Metropolitana; source:normal_scrape; sector:empresas_finanzas; sector:justicia_seguridad; sector:infraestructura_concesiones,https://laprensaaustral.cl/2026/06/14/gobierno-chileno-envia-6-toneladas-de-ayuda-humanitaria-a-bolivia-en-medio-de-crisis
57,C084,8.5,Gobierno aclara que ahorros para vivienda no serÃ¡n embargados por cobros del CAE,2,1,Diarioconcepcion,biz; nacional,product:regiones; sector:economia_macro; sector:politica_estado; sector:empresas_finanzas; source:normal_scrape; product:nacional; sector:salud_educacion_social; sector:laboral_gobernanza,https://www.diarioconcepcion.cl/ciudad/2026/06/14/gobierno-aclara-que-ahorros-para-vivienda-no-seran-embargados-por-cobros-del-cae.html
58,C016,8.45,Columna de Luis Cordero: Un ciclo legislativo,1,1,The Clinic,nacional,product:regiones; sector:justicia_seguridad; source:normal_scrape; sector:politica_estado; sector:infraestructura_concesiones; product:nacional; sector:empresas_finanzas; sector:laboral_gobernanza,https://www.theclinic.cl/2026/06/14/columna-de-luis-cordero-un-ciclo-legislativo
59,C017,8.45,Columna de Marco Moreno: La CEP y el agotamiento del crédito político de Kast,1,1,The Clinic,nacional,sector:politica_estado; source:normal_scrape; product:nacional; sector:justicia_seguridad; product:regiones; sector:economia_macro; sector:empresas_finanzas; sector:tecnologia_telecom,https://www.theclinic.cl/2026/06/14/la-cep-y-el-agotamiento-del-credito-politico-de-kast
60,C022,8.45,Editorial: La salud mental importa | The Clinic,1,1,The Clinic,nacional,product:regiones; sector:salud_educacion_social; source:normal_scrape; sector:politica_estado; product:nacional; region:Metropolitana; noise:opinion; sector:empresas_finanzas,https://www.theclinic.cl/2026/06/14/editorial-la-salud-mental-importa
61,C064,8.45,Manouchehri (PS) pide fiscalización urgente en Clínica,2,1,Diariolaregion,nacional; regiones,sector:politica_estado; region:Coquimbo; sector:laboral_gobernanza; product:nacional; sector:ma_distress; source:normal_scrape; product:regiones; sector:salud_educacion_social,https://www.diariolaregion.cl/manouchehri-ps-pide-fiscalizacion-urgente-en-clinica
62,C077,8.45,184 cupos disponibles: Hoy finaliza la Feria Inmobiliaria Minvu–Serviu en Rancagua,2,1,Eltipografo,nacional; regiones,source:normal_scrape; sector:politica_estado; sector:salud_educacion_social; sector:justicia_seguridad; sector:empresas_finanzas; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://eltipografo.cl/2026/06/184-cupos-disponibles-hoy-finaliza-la-feria-inmobiliaria-minvu-serviu-en-rancagua
63,C078,8.45,Senapred entrega recomendaciones para preparar los hogares ante un invierno lluvioso,2,1,Eltipografo,nacional; regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; region:Valparaíso; sector:infraestructura_concesiones; sector:medioambiente_permisos,https://eltipografo.cl/2026/06/senapred-entrega-recomendaciones-para-preparar-los-hogares-ante-un-invierno-lluvioso
64,C081,8.45,BancoEstado reporta diferencias en saldos de cuentas y trabaja en su corrección,2,1,Eltipografo,biz; nacional,source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; product:regiones; sector:laboral_gobernanza; sector:tecnologia_telecom; sector:infraestructura_concesiones; sector:justicia_seguridad,https://eltipografo.cl/2026/06/bancoestado-reporta-diferencias-en-saldos-de-cuentas-y-trabaja-en-su-correccion
65,C023,8.25,Viajeros chilenos priorizan la planificación anticipada y redefinen sus hábitos al momento de organizar viajes,1,1,Eldiarioinmobiliario,biz,sector:economia_macro; source:normal_scrape; sector:politica_estado; product:regiones; sector:ma_distress; region:Magallanes; sector:salud_educacion_social; sector:tecnologia_telecom,https://eldiarioinmobiliario.cl/destacadas/viajeros-chilenos-priorizan-la-planificacion-anticipada-y-redefinen-sus-habitos-al-momento-de-organizar-viajes
66,C024,8.25,Nueva regulación de la CMF fija reglas estrictas para los seguros de edificios y condominios en chile,1,1,Eldiarioinmobiliario,biz,sector:empresas_finanzas; sector:ma_distress; product:df_archive; source:df_body_archive; sector:laboral_gobernanza; sector:tecnologia_telecom; sector:politica_estado; sector:medioambiente_permisos,https://eldiarioinmobiliario.cl/destacadas/nueva-normativa-cmf-seguros-edificios-condominios
67,C025,8.25,Inversiones chilenas en Punta Cana crecen impulsadas por rentabilidades de hasta 15% anual,1,1,Eldiarioinmobiliario,biz,sector:empresas_finanzas; sector:economia_macro; sector:tecnologia_telecom; sector:laboral_gobernanza; sector:infraestructura_concesiones; source:normal_scrape; sector:ma_distress; sector:politica_estado,https://eldiarioinmobiliario.cl/destacadas/inversion-inmobiliaria-punta-cana-chilenos-plusvalia-rentas-dolares
68,C041,8.25,Atletismo regional vivió nueva jornada competitiva en el Tierra de Campeones,1,1,Diariolongino,regiones,product:biz; product:regiones; sector:medioambiente_permisos; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; region:Valparaíso; region:La Araucanía,https://diariolongino.cl/atletismo-regional-vivio-nueva-jornada-competitiva-en-el-tierra-de-campeones
69,C043,8.25,Operativo nocturno permitió masivas fiscalizaciones y de comisos en sector centro-norte de la capital regional,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:politica_estado; region:Valparaíso; region:Maule,https://diariolongino.cl/operativo-nocturno-permitio-masivas-fiscalizaciones-y-de-comisos-en-sector-centro-norte-de-la-capital-regional
70,C044,8.25,Delegación Presidencial realizará catastro territorial en sector Z2 Alto Molle para levantar diagnóstico social,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:empresas_finanzas; sector:salud_educacion_social; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://diariolongino.cl/delegacion-presidencial-realizara-catastro-territorial-en-sector-z2-alto-molle-para-levantar-diagnostico-social
71,C045,8.25,PDI materializó expulsión de tres ciudadanos extranjeros durante esta semana,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; region:Maule; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:tecnologia_telecom,https://diariolongino.cl/pdi-materializo-expulsion-de-tres-ciudadanos-extranjeros-durante-esta-semana
72,C046,8.25,Carabineros de comisó millonario cargamento de cigarrillos de contrabando en Quillagua,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:economia_macro; sector:infraestructura_concesiones; region:Los Lagos; sector:empresas_finanzas,https://diariolongino.cl/carabineros-de-comiso-millonario-cargamento-de-cigarrillos-de-contrabando-en-quillagua
73,C047,8.25,Fiscalización interinstitucional en El Boro terminó con un detenido por orden vigente,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; region:Tarapacá; quality:thin_text,https://diariolongino.cl/fiscalizacion-interinstitucional-en-el-boro-termino-con-un-detenido-por-orden-vigente
74,C049,8.25,Tres adolescentes quedaron internados trasviolento robo de vehículos solicitados por aplicación en Alto Hospicio,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:infraestructura_concesiones; region:Biobío,https://diariolongino.cl/tres-adolescentes-quedaron-internados-trasviolento-robo-de-vehiculos-solicitados-por-aplicacion-en-alto-hospicio
75,C056,8.25,En Copiapó: SEBV Atacama: 3 hombres detenidos por robo de especies y se recuperó cargamento sustraído,1,1,Chanarcillo,regiones,region:Atacama; region:Metropolitana; region:Valparaíso; region:O'Higgins; source:normal_scrape; product:unknown; product:regiones; sector:justicia_seguridad,https://www.chanarcillo.cl/en-copiapo-sebv-atacama-3-hombres-detenidos-por-robo-de-especies-y-se-recupero-cargamento-sustraido
76,C061,8.25,Autoridades abordarán este lunes investigación por presunta red criminal en cárcel de Illapel,1,1,Diariolaregion,regiones,sector:justicia_seguridad; source:normal_scrape; product:regiones; sector:empresas_finanzas; sector:politica_estado; sector:laboral_gobernanza; region:Metropolitana; sector:salud_educacion_social,https://www.diariolaregion.cl/autoridades-abordaran-este-lunes-investigacion-por-presunta-red-criminal-en-carcel-de-illapel
77,C062,8.25,La rigurosa preparación de los pilotos tras la llegada del nuevo helicóptero de Carabineros,1,1,Diariolaregion,regiones,product:regiones; sector:empresas_finanzas; region:Metropolitana; sector:medioambiente_permisos; source:normal_scrape; noise:deportes; sector:politica_estado; region:Magallanes,https://www.diariolaregion.cl/la-rigurosa-preparacion-de-los-pilotos-tras-la-llegada-del-nuevo-helicoptero-de-carabineros
78,C068,8.25,Preocupación en Vicuña: comerciantes denuncian seguidilla de robos en las últimas semanas,1,1,Miradiols,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:mineria_energia; product:biz,https://www.miradiols.cl/2026/06/14/preocupacion-en-vicuna-comerciantes-denuncian-seguidilla-de-robos-en-las-ultimas-semanas
79,C086,8.25,“Teníamos un margen demasiado grande entre el presupuesto y lo que realmente se llegaba a ejecutar”,1,1,Ladiscusion,nacional,sector:politica_estado; source:normal_scrape; product:nacional; product:regiones; sector:economia_macro; sector:infraestructura_concesiones; sector:empresas_finanzas; sector:medioambiente_permisos,https://ladiscusion.cl/teniamos-un-margen-demasiado-grande-entre-el-presupuesto-y-lo-que-realmente-se-llegaba-a-ejecutar
80,C088,8.25,Los candidatos de la terna para fiscal regional apuntan a anticiparse a la acción criminal,1,1,Ladiscusion,regiones,sector:justicia_seguridad; product:regiones; source:normal_scrape; region:Metropolitana; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; product:nacional,https://ladiscusion.cl/los-candidatos-de-la-terna-para-fiscal-regional-apuntan-a-anticiparse-a-la-accion-criminal
81,C089,8.25,Los proyectos priorizados que buscan reducir las brechas de infraestructura en Ñuble,1,1,Ladiscusion,regiones,product:regiones; source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; sector:infraestructura_concesiones; sector:salud_educacion_social; sector:medioambiente_permisos; sector:justicia_seguridad,https://ladiscusion.cl/los-proyectos-priorizados-que-buscan-reducir-las-brechas-de-infraestructura-en-nuble
82,C093,8.25,Autoridades recogen demandas y comprometen avances para Melinka - Diario Regional Aysén,1,1,Diarioregionalaysen,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:salud_educacion_social; noise:deportes; region:Los Lagos; sector:infraestructura_concesiones; sector:politica_estado,https://www.diarioregionalaysen.cl/noticia/actualidad/2026/06/autoridades-recogen-demandas-y-comprometen-avances-para-melinka
83,C096,8.25,Ciudadano chino queda en prisión preventiva por femicidio tentado tras estrangular a su esposa en Puerto Natales,1,1,Laprensaaustral,regiones,source:normal_scrape; sector:justicia_seguridad; product:regiones; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:laboral_gobernanza; region:Metropolitana; region:Magallanes,https://laprensaaustral.cl/2026/06/14/ciudadano-chino-queda-en-prision-preventiva-por-femicidio-tentado-tras-estrangular-a-su-esposa-en-puerto-natales
84,C097,8.25,Radonich califica como “político” requerimiento de remoción y cuestiona quién financia la acción,1,1,Laprensaaustral,regiones,source:normal_scrape; sector:justicia_seguridad; product:regiones; region:Magallanes; sector:empresas_finanzas; sector:laboral_gobernanza; sector:medioambiente_permisos; sector:infraestructura_concesiones,https://laprensaaustral.cl/2026/06/14/radonich-califica-como-politico-requerimiento-de-remocion-y-cuestiona-quien-financia-la-accion
85,C099,8.25,Gore Magallanes ya tiene identificados $450 mil millones de la polémica auditoría y fija el 2027 para la normalización total,1,1,Laprensaaustral,regiones,region:Magallanes; sector:politica_estado; sector:infraestructura_concesiones; source:normal_scrape; sector:empresas_finanzas; sector:salud_educacion_social; sector:medioambiente_permisos; sector:economia_macro,https://laprensaaustral.cl/2026/06/14/gore-magallanes-ya-tiene-identificados-450-mil-millones-de-la-polemica-auditoria-y-fija-el-2027-para-la-normalizacion-total
86,C105,8.25,COANIQUEM LLAMA A REFORZAR LAS MEDIDAS DE PREVENCIÓN PARA EVITAR QUEMADURAS DURANTE LAS VACACIONES DE INVIERNO,1,1,Radiopolar,nacional,product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; region:Valparaíso; sector:infraestructura_concesiones,https://www.radiopolar.com/coaniquem-llama-reforzar-medidas-prevencion-evitar-quemaduras-vacaciones-invierno
87,C076,8.15,"""Podría existir riesgo de incendio"": Sernac emite alerta de seguridad en cuatro modelos de estufas",2,1,Eltipografo,biz; nacional,product:regiones; sector:justicia_seguridad; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; product:nacional; sector:mineria_energia,https://eltipografo.cl/2026/06/podria-existir-riesgo-de-incendio-sernac-emite-alerta-de-seguridad-en-cuatro-modelos-de-estufas
88,C079,8.15,"Inflación frena su ritmo en mayo y anota una variación de 0,2%",2,1,Eltipografo,biz; nacional,sector:empresas_finanzas; sector:salud_educacion_social; sector:economia_macro; product:biz; source:normal_scrape; product:nacional; sector:laboral_gobernanza; sector:justicia_seguridad,https://eltipografo.cl/2026/06/inflacion-frena-su-ritmo-en-mayo-y-anota-una-variacion-de-02
89,C090,8.15,14 jun 26 Resumen de noticias: De la aprobación a resistido proyecto minero en Penco-Lirquén hasta los días de prisión del ministro Quiroz Aclara aclara resumen Barrio Chino capuchino,2,1,Resumen,biz; regiones,product:nacional; sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; sector:justicia_seguridad; sector:economia_macro; sector:salud_educacion_social; product:regiones,https://resumen.cl/articulos/resumen-de-noticias-de-la-aprobacion-a-resistido-proyecto-minero-en-penco-lirquen-hasta-los-dias-de-prision-del-ministro-quiroz
90,C028,7.95,Presunto autor de homicidio en Valdivia se entregó a Carabineros tras fatal riña - Diario Corral,1,1,Diariocorral,regiones,source:normal_scrape; product:regiones; region:Los Ríos; sector:justicia_seguridad; sector:salud_educacion_social; region:Los Lagos; region:Biobío; noise:deportes,https://www.diariocorral.cl/noticia/actualidad/2026/06/presunto-autor-de-homicidio-en-valdivia-se-entrego-a-carabineros-tras-fatal-rina
91,C031,7.95,Museo Regional de Ancud celebra 50 años como principal referente patrimonial de Chiloé y la Región de Los Lagos - Diario De Puerto Montt,1,1,Diariodepuertomontt,regiones,source:normal_scrape; product:regiones; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:laboral_gobernanza; region:Los Lagos; sector:politica_estado; sector:salud_educacion_social,https://www.diariodepuertomontt.cl/noticia/actualidad/2026/06/museo-regional-ancud-50-anos-chiloe
92,C040,7.95,Hombre murió apuñalado en una plaza de Valdivia: Presunto autor llamó a Carabineros y se entregó,1,1,Rioenlinea,regiones,product:regiones; source:normal_scrape; sector:salud_educacion_social; sector:politica_estado; sector:justicia_seguridad; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://www.rioenlinea.cl/hombre-murio-apunalado-en-una-plaza-de-valdivia-presunto-autor-llamo-a-carabineros-y-se-entrego
93,C059,7.95,Forestín celebró 50 años de vida junto a la comunidad de la Escuela Bruno Zavala Fredes de Copiapó,1,1,Chanarcillo,regiones,sector:medioambiente_permisos; product:regiones; sector:salud_educacion_social; region:Atacama; product:biz; region:Valparaíso; source:normal_scrape; sector:politica_estado,https://www.chanarcillo.cl/forestin-celebro-50-anos-de-vida-junto-a-la-comunidad-de-la-escuela-bruno-zavala-fredes-de-copiapo
94,C066,7.95,Detienen a sujeto por presunta venta de fentanilo en Ovalle: quedó en prisión preventiva,1,1,Miradiols,regiones,sector:justicia_seguridad; sector:empresas_finanzas; sector:laboral_gobernanza; region:Metropolitana; source:normal_scrape; product:df_archive; source:df_body_archive; product:regiones,https://www.miradiols.cl/2026/06/14/detienen-a-sujeto-por-presunta-venta-de-fentanilo-en-ovalle-quedo-en-prision-preventiva
95,C067,7.95,[Video] Nuevo helicóptero de Carabineros completa su segunda jornada de patrullajes sobre La Serena y Coquimbo,1,1,Miradiols,regiones,region:Coquimbo; source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:infraestructura_concesiones,https://www.miradiols.cl/2026/06/14/video-nuevo-helicoptero-de-carabineros-completa-su-segunda-jornada-de-patrullajes-sobre-la-serena-y-coquimbo
96,C071,7.95,Desaprobación de Kast alcanza su nivel más alto según Pulso Ciudadano,1,1,Diarioelcentro,nacional,product:regiones; sector:empresas_finanzas; sector:politica_estado; source:normal_scrape; sector:economia_macro; sector:salud_educacion_social; product:nacional; noise:opinion,https://www.diarioelcentro.cl/2026/06/14/desaprobacion-de-kast-alcanza-su-nivel-mas-alto-segun-pulso-ciudadano
97,C075,7.95,Rucos y microbasurales: Intervienen terreno en Rancagua para futuro proyecto habitacional,1,1,Eltipografo,regiones,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; sector:salud_educacion_social; sector:justicia_seguridad; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://eltipografo.cl/2026/06/rucos-y-microbasurales-intervienen-terreno-en-rancagua-para-futuro-proyecto-habitacional
98,C080,7.95,Contraloría revela contratación de censistas con expulsión administrativa pendiente y antecedentes penales en Censo 2024,1,1,Eltipografo,nacional,sector:justicia_seguridad; source:normal_scrape; product:regiones; sector:infraestructura_concesiones; sector:politica_estado; sector:empresas_finanzas; product:nacional; region:Valparaíso,https://eltipografo.cl/2026/06/contraloria-revela-contratacion-de-censistas-con-expulsion-administrativa-pendiente-y-antecedentes-penales-en-censo-2024
99,C091,7.95,Las mejoras que buscan implementar quienes integran la terna para fiscal regional del Biobío,1,1,Sabes,regiones,sector:justicia_seguridad; product:regiones; source:normal_scrape; region:Biobío; sector:infraestructura_concesiones; product:nacional; region:Maule; region:Metropolitana,https://sabes.cl/2026/06/14/las-mejoras-que-buscan-implementar-quienes-integran-la-terna-para-fiscal-regional-del-biobio
100,C092,7.95,Incendio en planta de neumáticos moviliza a Bomberos y obliga a evacuar viviendas cercanas,1,1,Sabes,regiones,source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; region:Metropolitana; region:Biobío,https://sabes.cl/2026/06/14/incendio-en-planta-de-neumaticos-moviliza-a-bomberos-y-obliga-a-evacuar-viviendas-cercanas
101,C102,7.95,SENDA Y CARABINEROS REFUERZAN ESTRATEGIA TOLERANCIA CERO EN MAGALLANES,1,1,Radiopolar,regiones,product:regiones; sector:justicia_seguridad; region:Magallanes; source:normal_scrape; region:Maule; sector:infraestructura_concesiones; region:Valparaíso; region:Atacama,https://www.radiopolar.com/senda-carabineros-refuerzan-estrategia-tolerancia-cero-magallanes
102,C104,7.95,FUERZA AÉREA DE CHILE REALIZÓ TERCER ENVÍO DE AYUDA HUMANITARIA A BOLIVIA,1,1,Radiopolar,nacional,sector:politica_estado; product:regiones; product:nacional; region:Valparaíso; region:Atacama; region:Maule; noise:horoscopo; source:normal_scrape,https://www.radiopolar.com/fuerza-aerea-chile-tercer-envio-ayuda-humanitaria-bolivia
103,C055,7.65,Detenido individuo que se dedicaba al microtráfico de drogas,1,1,Chanarcillo,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:infraestructura_concesiones; product:nacional; sector:empresas_finanzas; region:Los Ríos,https://www.chanarcillo.cl/detenido-individuo-que-se-dedicaba-al-microtrafico-de-drogas
104,C058,7.65,Postulación al Sello de Excelencia a la Artesanía Chilena 2026,1,1,Chanarcillo,nacional,source:normal_scrape; sector:salud_educacion_social; product:regiones; sector:justicia_seguridad; sector:tecnologia_telecom; sector:laboral_gobernanza; product:nacional; region:Los Ríos,https://www.chanarcillo.cl/postulacion-al-sello-de-excelencia-a-la-artesania-chilena-2026
105,C074,7.65,Declaran Alerta Ambiental en 17 comunas de O'Higgins para este domingo,1,1,Eltipografo,regiones,sector:medioambiente_permisos; source:normal_scrape; sector:politica_estado; product:regiones; sector:mineria_energia; region:O'Higgins; sector:empresas_finanzas; sector:salud_educacion_social,https://eltipografo.cl/2026/06/declaran-alerta-ambiental-en-17-comunas-de-ohiggins-para-este-domingo-2
106,C069,7.05,Incendio en procesadora de caucho de Cerrillos: nube de humo negro cubre la zona y no se descarta intencionalidad,3,1,Lavozdemaipu,biz; nacional; regiones,product:regiones; region:Metropolitana; sector:laboral_gobernanza; region:Valparaíso; source:normal_scrape; region:Maule; sector:salud_educacion_social; sector:infraestructura_concesiones,https://lavozdemaipu.cl/incendio-procesadora-caucho-cerrillos
